Title,Company Name,Location,Posted,Type,Experience,Link
Senior Analyst - CFO Excellence (Finance),Boston Consulting Group (BCG),"Riyadh, Saudi Arabia ",10 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/la3bjdf0htlv-senior-analyst-cfo-excellence-finance-boston-consulting-group-bcg-riyadh-saudi-arabia
Sourcing Analyst (Electricals),ASMO,"Riyadh, Saudi Arabia ",10 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/lpn3pwuznrvz-sourcing-analyst-electricals-asmo-riyadh-saudi-arabia
Business Intelligence (BI) Developer,Kgroup,"Obour City, Cairo, Egypt ",4 days ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/q4c8ntiaadrd-business-intelligence-bi-developer-kgroup-cairo-egypt
Product Specialist (Laboratory Medical Devices),ADI Egypt,"Cairo, Egypt ",9 days ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/g0hzmxr8boxe-product-specialist-laboratory-medical-devices-adi-egypt-cairo-egypt
Senior Java Developer,Egabi FSI,"Sheraton, Cairo, Egypt ",30 days ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/gtomkytizwpn-senior-java-developer-egabi-fsi-cairo-egypt
Call Center Agent,Everlast,"Heliopolis, Cairo, Egypt ",14 days ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/redxxe9dnnbg-call-center-agent-everlast-cairo-egypt
Senior Oracle Database Administrator,Egabi FSI,"Sheraton, Cairo, Egypt ",1 month ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/8yu6qgwjagl4-senior-oracle-database-administrator-egabi-fsi-cairo-egypt
Quality Control Engineer,La Poire,"Basatin, Cairo, Egypt ",8 days ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/gfjxtxiyhu3a-quality-control-engineer-la-poire-cairo-egypt
Senior Android Developer,34ML,"Heliopolis, Cairo, Egypt ",1 month ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/8vyqoqqxaowr-senior-android-developer-34ml-cairo-egypt
Senior Odoo Implementer,CSS GATE,"New Cairo, Cairo, Egypt ",1 month ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/rlrqp0clqsoo-senior-odoo-implementer-css-gate-cairo-egypt
Senior Backend Developer (Manufacturing),K Line Europe,"Cairo, Egypt ",1 month ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/hif7uftks5j0-senior-backend-developer-manufacturing-k-line-europe-cairo-egypt
Junior AI Engineer – Computer Vision & 3D Visual Perception,Geopro,"Nasr City, Cairo, Egypt ",9 days ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/lqkbiqcofhks-junior-ai-engineer-computer-vision-3d-visual-perception-geopro-cairo-egypt
Quality Assurance Analyst,Daam,"Maadi, Cairo, Egypt ",1 month ago,Full Time,2 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/xcdcvnrrcl2l-quality-assurance-analyst-daam-cairo-egypt
Senior System Analyst | Bahrain,Confidential,"Cairo, Egypt ",13 days ago,Full Time,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/qndojmlfacph-senior-system-analyst-bahrain-cairo-egypt
SQL Database Administrator,Spinneys Egypt,"Maadi, Cairo, Egypt ",14 days ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/juuxs0ky7jiw-sql-database-administrator-spinneys-egypt-cairo-egypt
"Senior Analyst - BCG Vantage, Transactions & Integrations",Boston Consulting Group (BCG),"Riyadh, Saudi Arabia ",19 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/nniexcetjdys-senior-analyst-bcg-vantage-transactions-integrations-boston-consulting-group-bcg-riyadh-saudi-arabia
Production Engineer Internship - Alexandria,Prometeon tyres group – Egypt,"Ameria, Alexandria, Egypt ",1 month ago,Internship,0 - 1 Yrs of Exp,https://wuzzuf.net/internship/wyudiqfrbw9l-production-engineer-internship-alexandria-prometeon-tyres-group-egypt-alexandria-egypt
Asset Performance Analyst,Keolis.MHI,"Dubai, United Arab Emirates ",20 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/lhf6khwljdrz-asset-performance-analyst-keolis-mhi-dubai-united-arab-emirates
Quality Control Manager,Confidential,"Bourj Alarab, Alexandria, Egypt ",11 days ago,Full Time,7+ Yrs of Exp,https://wuzzuf.net/jobs/p/cvrptaeab1x8-quality-control-manager-alexandria-egypt
Fraud Monitoring Senior Analyst,Network International,"Riyadh, Saudi Arabia ",21 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/qyihoykbdmtf-fraud-monitoring-senior-analyst-network-international-riyadh-saudi-arabia
Quality Assurance Specialist,Wham Clinics,"San Stefano, Alexandria, Egypt ",21 days ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/4f0bbemllj0a-quality-assurance-specialist-wham-clinics-alexandria-egypt
Quality Tissue Mill Engineer,Solo Soft for hygienic paper,"6th of October, Giza, Egypt ",1 month ago,Full Time,1 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/6zzfnx2htytu-quality-tissue-mill-engineer-solo-soft-for-hygienic-paper-giza-egypt
Product Manager Mobile Application,Soficopharm,"Maadi, Cairo, Egypt ",1 month ago,Full Time,3 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/jm73eyu9tvwu-product-manager-mobile-application-soficopharm-cairo-egypt
Research & Technology (R&T) Chemist - Application Lab,Eagle Chemicals,"6th of October, Giza, Egypt ",1 month ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/i0kfo0mlcb4l-research-technology-rt-chemist-application-lab-eagle-chemicals-giza-egypt
Oracle Technical Consultant,Union Group,"Obour City, Cairo, Egypt ",22 days ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/nomiyjvava29-oracle-technical-consultant-union-group-cairo-egypt
Animator,Marriott International,"Dubai, United Arab Emirates ",24 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/asgxt0dbinwx-animator-marriott-international-dubai-united-arab-emirates
Researcher And Proposal Writer,Together Inclusive,"Cairo, Egypt ",17 days ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/tkvuqgroijcs-researcher-and-proposal-writer-together-inclusive-cairo-egypt
Senior Structural Engineer - Site Supervision,Atkins Realis,"Nasr City, Cairo, Egypt ",16 days ago,Full Time,10 - 15 Yrs of Exp,https://wuzzuf.net/jobs/p/zl23saht6iy5-senior-structural-engineer-site-supervision-atkins-realis-cairo-egypt
Media Buyer,Mounagi,"Cairo, Egypt ",25 days ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/6qrlg27zbd81-media-buyer-mounagi-cairo-egypt
EHS Specialist,Midea Group,"Alsadat City, Monufya, Egypt ",28 days ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/cil79txws9pq-ehs-specialist-midea-group-monufya-egypt
Senior Analyst - Healthcare Analytics,McKinsey & Company,"Riyadh, Saudi Arabia ",1 month ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/ejauzyxt6gqg-senior-analyst-healthcare-analytics-mckinsey-company-riyadh-saudi-arabia
IT Service Desk Specialist,Erada,"Maadi, Cairo, Egypt ",1 month ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/77wwz0av7r6d-it-service-desk-specialist-erada-cairo-egypt
Senior Full Stack Developer .Net + Angular,ICIS,"New Cairo, Cairo, Egypt ",1 month ago,Full Time,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/pwkptn61dwms-senior-full-stack-developer-net-angular-icis-cairo-egypt
"QC Lab Specialist| Alkharj,Saudi Arabia",Overa,"Cairo, Egypt ",28 days ago,Full Time,10+ Yrs of Exp,https://wuzzuf.net/jobs/p/szj6yqqclsdt-qc-lab-specialist-alkharjsaudi-arabia-overa-cairo-egypt
Oracle Apex Developer,Dorra Group,"Sheikh Zayed, Giza, Egypt ",2 months ago,Full Time,2 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/gduslzo2e09e-oracle-apex-developer-dorra-group-giza-egypt
IT System Admin,Delta Egypt For Lighting,"Obour City, Cairo, Egypt ",2 months ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/6ck9zd0xagf7-it-system-admin-delta-egypt-for-lighting-cairo-egypt
Senior Backend Developer,Selah ElTelmeez For Publishing & printing,"Obour City, Cairo, Egypt ",1 month ago,Full Time,5 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/xtjwb0cb53ja-senior-backend-developer-selah-eltelmeez-for-publishing-printing-cairo-egypt
QA Documentation Officer,APEX Pharma,"Badr City, Cairo, Egypt ",2 months ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/e9pall8vkpu3-qa-documentation-officer-apex-pharma-cairo-egypt
Senior Backend Developer,K Line Europe,"Cairo, Egypt ",1 month ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/8mkkb7bwtshm-senior-backend-developer-k-line-europe-cairo-egypt
Sales Supervisor (Food Additives/Ingredients),Agri Technica Trade (ATT),"Cairo, Egypt ",2 months ago,Full Time,3 - 8 Yrs of Exp,https://wuzzuf.net/jobs/p/lnzvfrtfzy8n-sales-supervisor-food-additivesingredients-agri-technica-trade-att-cairo-egypt
ERP Application Consultant,STM,"New Cairo, Cairo, Egypt ",2 months ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/kepv4qw8xkn7-erp-application-consultant-stm-cairo-egypt
Production Chemist,Intertrade Co.,"10th of Ramadan City, Sharqia, Egypt ",2 months ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/vjvvsmnjt2iy-production-chemist-intertrade-co-sharqia-egypt
IT Manager,Egyptian English Language schools,"Mandara, Alexandria, Egypt ",2 months ago,Full Time,8 - 10 Yrs of Exp,https://wuzzuf.net/jobs/p/t3uejvoajeag-it-manager-egyptian-english-language-schools-alexandria-egypt
SAP ABAP Consultant,Talaat Moustafa Group,"Dokki, Giza, Egypt ",2 months ago,Full Time,4 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/bhwqvklsroml-sap-abap-consultant-talaat-moustafa-group-giza-egypt
"Digital Transformation Strategy Consultant | Muscat,Oman",Global Solutions  GS Oman,"Cairo, Egypt ",2 months ago,Full Time,12+ Yrs of Exp,https://wuzzuf.net/jobs/p/thz0oalgje0m-digital-transformation-strategy-consultant-muscatoman-global-solutions-gs-oman-cairo-egypt
Contact Centre Agent,Fakeeh University Hospital,"Cairo, Egypt ",1 month ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/rodawkruxjzf-contact-centre-agent-fakeeh-university-hospital-cairo-egypt
ERP System Administrator,شركه طنطا موتورز,"Tanta, Gharbia, Egypt ",1 month ago,Full Time,3 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/g4ujyvllz3xz-erp-system-administrator-shrkh-tnta-motorz-gharbia-egypt
Technical Support & Quality Engineer,Bouri Group,"New Cairo, Cairo, Egypt ",1 month ago,Full Time,4 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/bmuqpxnwpqu2-technical-support-quality-engineer-bouri-group-cairo-egypt
Senior Data Scientist,Mozn,"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/gnbm4gcloebr-senior-data-scientist-mozn-riyadh-saudi-arabia
Backend Developer (Node.js),Erada,"Maadi, Cairo, Egypt ",2 months ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/hihwneyfbwey-backend-developer-nodejs-erada-cairo-egypt
Full Stack Developer - PHP & Laravel,Softxpert Incorporation,"Bolkly, Alexandria, Egypt ",2 months ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/1is0il1yfmur-full-stack-developer-php-laravel-softxpert-incorporation-alexandria-egypt
Business AI Coordinator,Roaya,"Maadi, Cairo, Egypt ",1 month ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/wsadpx9epmfb-business-ai-coordinator-roaya-cairo-egypt
Mechanical Design Expert (Electrical Panels),Elsewedy industries,"10th of Ramadan City, Cairo, Egypt ",2 months ago,Full Time,5 - 8 Yrs of Exp,https://wuzzuf.net/jobs/p/b7n2u7dz6ksz-mechanical-design-expert-electrical-panels-elsewedy-industries-cairo-egypt
Oracle Developer,Kasrawy Group,"6th of October, Giza, Egypt ",2 months ago,Full Time,1 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/u9qw78j3ztfg-oracle-developer-kasrawy-group-giza-egypt
District Sales Manager,COPAD PHARMA,"Cairo, Egypt ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/evdk5ya93hzs-district-sales-manager-copad-pharma-cairo-egypt
Database Administrator,Confidential,"Cairo, Egypt ",2 months ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/pbszthidy9al-database-administrator-cairo-egypt
System Admin,Confidential,"6th of October, Giza, Egypt ",2 months ago,Full Time,1 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/4tam9dbdxfmi-system-admin-giza-egypt
Senior Data Scientist (Computer Vision),Revolut,"Dubai, United Arab Emirates ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/rsq2ybnudn8a-senior-data-scientist-computer-vision-revolut-dubai-united-arab-emirates
.Net Team Lead,Youxel,"Cairo, Egypt ",2 months ago,Full Time,8+ Yrs of Exp,https://wuzzuf.net/jobs/p/tnmoa6wuujbo-net-team-lead-youxel-cairo-egypt
Senior UI/UX Designer,Dimofinf Operations Center,"Nasr City, Cairo, Egypt ",2 months ago,Full Time,4+ Yrs of Exp,https://wuzzuf.net/jobs/p/fxa15f0miobg-senior-uiux-designer-dimofinf-operations-center-cairo-egypt
Oracle BI Developer - UAE,Wd,"Cairo, Egypt ",2 months ago,Full Time,4 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/vjh7edlfsrlg-oracle-bi-developer-uae-wd-cairo-egypt
ERP Implementer Specialist,Logix for information Technology,"Heliopolis, Cairo, Egypt ",2 months ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/3b5thgqhz83e-erp-implementer-specialist-logix-for-information-technology-cairo-egypt
"Backend Developer "" Java""",Efada Technology,"6th of October, Giza, Egypt ",2 months ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/ggexiglu0hod-backend-developer-java-efada-technology-giza-egypt
Occupational Health & Safety Specialist – Garment Manufacturing,T&C Garments,"Obour City, Cairo, Egypt ",2 months ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/1vsfkhxyqnhh-occupational-health-safety-specialist-garment-manufacturing-tc-garments-cairo-egypt
IT Support & Office Administrator,Confidential,"Cairo, Egypt ",2 months ago,Full Time,3 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/rc81grk7e3rc-it-support-office-administrator-cairo-egypt
Junior Engineer - Technical Hive,Sobha Constructions,"Dubai, United Arab Emirates ",4 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/z7lhj8d6pmxf-junior-engineer-technical-hive-sobha-constructions-dubai-united-arab-emirates
Business Analysis Lead,Takamol Holding,"Riyadh, Saudi Arabia ",3 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/wawhfmfdu7eo-business-analysis-lead-takamol-holding-riyadh-saudi-arabia
SAP HCM,YASH Technologies,"Riyadh, Saudi Arabia ",8 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/ssq5lqk1i1pv-sap-hcm-yash-technologies-riyadh-saudi-arabia
Senior Full Stack Developer (Backend + Reacjs),Dicetek LLC,"Dubai, United Arab Emirates ",5 days ago,Freelance / Project,,https://wuzzuf.net/jobs/p/g/7qko6jt7j9b1-senior-full-stack-developer-backend-reacjs-dicetek-llc-dubai-united-arab-emirates
MicroStrategy Developer,Dicetek LLC,"Dubai, United Arab Emirates ",1 day ago,Freelance / Project,,https://wuzzuf.net/jobs/p/g/etqepkb4j4ai-microstrategy-developer-dicetek-llc-dubai-united-arab-emirates
ASSISTANT OFFICER - ADMINISTRATION,Al Ghurair,"Dubai, United Arab Emirates ",5 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/hgy0lreyrux3-assistant-officer-administration-al-ghurair-dubai-united-arab-emirates
Chemist,Nestlé,"Makkah, Saudi Arabia ",6 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/fmwmfo1nfiqt-chemist-nestle-makkah-saudi-arabia
Business Finance Analyst,Sadara Chemical Company,"Riyadh, Saudi Arabia ",1 day ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/ux99l9czzvxu-business-finance-analyst-sadara-chemical-company-riyadh-saudi-arabia
Senior Cost Control Engineer,Al Sahraa Group,"Dubai, United Arab Emirates ",1 day ago,Full Time,,https://wuzzuf.net/jobs/p/g/zupccmfibpi5-senior-cost-control-engineer-al-sahraa-group-dubai-united-arab-emirates
"Manager, Domain Architecture",Ma'aden,"Riyadh, Saudi Arabia ",2 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/lc2ne4jjemzs-manager-domain-architecture-maaden-riyadh-saudi-arabia
Senior Business Analyst-Strategy Consultant,LeadingEdge HR Solutions,"Riyadh, Saudi Arabia ",1 day ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/dnnhf2rikunn-senior-business-analyst-strategy-consultant-leadingedge-hr-solutions-riyadh-saudi-arabia
Designer - Dubai,Oliver Wyman,"Dubai, United Arab Emirates ",3 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/gawlkba4pelw-designer-dubai-oliver-wyman-dubai-united-arab-emirates
Application Engineer,AMETEK,"Dubai, United Arab Emirates ",2 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/vdbrpxpleacf-application-engineer-ametek-dubai-united-arab-emirates
"IT DX Intern - Dammam, KSA",Henkel,"Riyadh, Saudi Arabia ",6 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/4vf5hxdeuk6m-it-dx-intern-dammam-ksa-henkel-riyadh-saudi-arabia
Senior Computer Vision Engineer,HudHud Maps,"Riyadh, Saudi Arabia ",10 hours ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/sbjlw1swptf4-senior-computer-vision-engineer-hudhud-maps-riyadh-saudi-arabia
Project Support Coordinator,Norconsult Telematics,"Riyadh, Saudi Arabia ",7 days ago,Freelance / Project,,https://wuzzuf.net/saudi/jobs/p/g/xdr1ewwrgfsn-project-support-coordinator-norconsult-telematics-riyadh-saudi-arabia
Project Coordinator,Norconsult Telematics,"Riyadh, Saudi Arabia ",7 days ago,Freelance / Project,,https://wuzzuf.net/saudi/jobs/p/g/yrkc1wpei3hj-project-coordinator-norconsult-telematics-riyadh-saudi-arabia
Murex Backoffice senior engineer,Dicetek LLC,"Dubai, United Arab Emirates ",1 day ago,Freelance / Project,,https://wuzzuf.net/jobs/p/g/ueepkejrbe8l-murex-backoffice-senior-engineer-dicetek-llc-dubai-united-arab-emirates
Sr Analyst II Infrastructure Services (Linux\AIX\Container),DXC Technology,"Riyadh, Saudi Arabia ",2 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/oa7qclxzll1h-sr-analyst-ii-infrastructure-services-linuxaixcontainer-dxc-technology-riyadh-saudi-arabia
Project Development Associate,The Boring Company,"Dubai, United Arab Emirates ",6 hours ago,Full Time,,https://wuzzuf.net/jobs/p/g/c7tq1sur0bjk-project-development-associate-the-boring-company-dubai-united-arab-emirates
Technical Project Manager (m/f/d),Halian,"Dubai, United Arab Emirates ",1 day ago,Full Time,,https://wuzzuf.net/jobs/p/g/ni0u3nzcwnuf-technical-project-manager-mfd-halian-dubai-united-arab-emirates
"Specialist, Operation Excellence (1005)",Team Saudi,"Riyadh, Saudi Arabia ",3 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/zmyjhewsehzu-specialist-operation-excellence-1005-team-saudi-riyadh-saudi-arabia
TECHNICAL SALES ENGINEER – CUTTING TOOLS,CERATIZIT,"Riyadh, Saudi Arabia ",2 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/yrttaktync9e-technical-sales-engineer-cutting-tools-ceratizit-riyadh-saudi-arabia
"Specialist, Portfolio Projects Delivery (1007)",Team Saudi,"Riyadh, Saudi Arabia ",3 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/ei9kxtpxbays-specialist-portfolio-projects-delivery-1007-team-saudi-riyadh-saudi-arabia
Backend Engineer,Mnzil | منزل,"Dubai, United Arab Emirates ",1 day ago,Full Time,,https://wuzzuf.net/jobs/p/g/18c2icinrkec-backend-engineer-mnzil-mnzl-dubai-united-arab-emirates
Design & Estimation Engineer,WJ Saudi Ltd,"Riyadh, Saudi Arabia ",6 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/a4qbaxqxanij-design-estimation-engineer-wj-saudi-ltd-riyadh-saudi-arabia
"Senior Manager, Strategy & Business Planning (1038)",Team Saudi,"Riyadh, Saudi Arabia ",4 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/gwrfjfnavchr-senior-manager-strategy-business-planning-1038-team-saudi-riyadh-saudi-arabia
Future Opportunities – Join Our Talent Network in Riyadh,Publicis Groupe Middle East,"Riyadh, Saudi Arabia ",4 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/1dcozvmrkk5s-future-opportunities-join-our-talent-network-in-riyadh-publicis-groupe-middle-east-riyadh-saudi-arabia
Cyber Security Specialist,Imploy,"Dubai, United Arab Emirates ",3 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/qicyvsrgqcgh-cyber-security-specialist-imploy-dubai-united-arab-emirates
Cluster IT Specialist - InterContinental Hotel & Residences Abu Dhabi,IHG Hotels & Resorts,"Dubai, United Arab Emirates ",1 day ago,Full Time,,https://wuzzuf.net/jobs/p/g/ipy9rb9tgpis-cluster-it-specialist-intercontinental-hotel-residences-abu-dhabi-ihg-hotels-resorts-dubai-united-arab-emirates
Evidence Generation Head,Novartis,"Riyadh, Saudi Arabia ",4 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/acgqv2enbeg4-evidence-generation-head-novartis-riyadh-saudi-arabia
Quality Inspector.,ALPLA Group,"Makkah, Saudi Arabia ",4 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/bloaossf29fp-quality-inspector-alpla-group-makkah-saudi-arabia
"Implementation Lead, Uber for Business",Uber,"Dubai, United Arab Emirates ",8 hours ago,Full Time,,https://wuzzuf.net/jobs/p/g/btzccvbiapbc-implementation-lead-uber-for-business-uber-dubai-united-arab-emirates
Intern - Governance & Compliance - Jumeirah Group & Corporate,Jumeirah,"Dubai, United Arab Emirates ",3 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/cfwcjl283lur-intern-governance-compliance-jumeirah-group-corporate-jumeirah-dubai-united-arab-emirates
Organizational Development Manager,National Aquaculture Group | NAQUA,"Makkah, Saudi Arabia ",1 day ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/g3itpkmx0xcy-organizational-development-manager-national-aquaculture-group-naqua-makkah-saudi-arabia
Commissioning Engineer,Larsen & Toubro,"Riyadh, Saudi Arabia ",4 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/kkaau9ybk3h0-commissioning-engineer-larsen-toubro-riyadh-saudi-arabia
Functional - QA Test Analyst (Islamic Banking CRM Program),Dicetek LLC,"Dubai, United Arab Emirates ",1 day ago,Freelance / Project,,https://wuzzuf.net/jobs/p/g/ckhfqymyiyif-functional-qa-test-analyst-islamic-banking-crm-program-dicetek-llc-dubai-united-arab-emirates
Junior Strategy Consultant in Energy,Elia Grid International (EGI),"Riyadh, Saudi Arabia ",2 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/jx95bk1h6i0s-junior-strategy-consultant-in-energy-elia-grid-international-egi-riyadh-saudi-arabia
Project Manager - KSA,Globant,"Riyadh, Saudi Arabia ",2 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/mdkfdceorte5-project-manager-ksa-globant-riyadh-saudi-arabia
Senior Parts & Service Sales Engineer,Zahid Tractor,"Riyadh, Saudi Arabia ",7 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/azs8mg9n6lzv-senior-parts-service-sales-engineer-zahid-tractor-riyadh-saudi-arabia
App L2 Support,DXC Technology,"Riyadh, Saudi Arabia ",2 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/vnpzqmrs5v67-app-l2-support-dxc-technology-riyadh-saudi-arabia
Project Engineer,Agile Consultants,"Dubai, United Arab Emirates ",6 hours ago,Full Time,,https://wuzzuf.net/jobs/p/g/vq6tsabwgwfd-project-engineer-agile-consultants-dubai-united-arab-emirates
Lead Cyber Security Engineer,Duruper,"Riyadh, Saudi Arabia ",9 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/eakp1slr8ehm-lead-cyber-security-engineer-duruper-riyadh-saudi-arabia
Solutions Engineer -  Riyadh KSA,Cisco,"Riyadh, Saudi Arabia ",2 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/pdq1lgxv5dc5-solutions-engineer-riyadh-ksa-cisco-riyadh-saudi-arabia
Expert Labs Delivery Consultant - Early Professional Automation,IBM,"Riyadh, Saudi Arabia ",1 day ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/mnjvwcy8hb7n-expert-labs-delivery-consultant-early-professional-automation-ibm-riyadh-saudi-arabia
Interface Engineer - Civil & MEP (Design),AtkinsRéalis,"Dubai, United Arab Emirates ",1 day ago,Full Time,,https://wuzzuf.net/jobs/p/g/rvjgn3gznhfl-interface-engineer-civil-mep-design-atkinsrealis-dubai-united-arab-emirates
Group Product Manager PSS,ISA,"Dubai, United Arab Emirates ",2 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/ajg1tr1mavbj-group-product-manager-pss-isa-dubai-united-arab-emirates
BI Developer,Emdad Al Khebrat,"Makkah, Saudi Arabia ",7 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/mciocpgtjbrd-bi-developer-emdad-al-khebrat-makkah-saudi-arabia
Credit Risk Analyst (UAE Nationals Only),Citi,"Dubai, United Arab Emirates ",2 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/nslkfqdf54fw-credit-risk-analyst-uae-nationals-only-citi-dubai-united-arab-emirates
Senior Structural Engineer (M/F),SOCOTEC,"Dubai, United Arab Emirates ",2 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/osfqiz35q5ry-senior-structural-engineer-mf-socotec-dubai-united-arab-emirates
Clinical Research Coordinator - (Onsite),IQVIA,"Riyadh, Saudi Arabia ",5 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/ychpji5uq66v-clinical-research-coordinator-onsite-iqvia-riyadh-saudi-arabia
RS and EO Project Manager,4EI,"Dubai, United Arab Emirates ",9 days ago,Full Time,,https://wuzzuf.net/jobs/p/g/r4yvlnycubtm-rs-and-eo-project-manager-4ei-dubai-united-arab-emirates
Remote Backend Programmer,Jobgether,"Riyadh, Saudi Arabia ",1 day ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/kvzo0dcety2q-remote-backend-programmer-jobgether-riyadh-saudi-arabia
Field Telecom Engineer,Duruper,"Riyadh, Saudi Arabia ",9 days ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/orm9h17v4rxc-field-telecom-engineer-duruper-riyadh-saudi-arabia
