Title,Company Name,Location,Posted,Type,Experience,Link
L&D Delivery Manager - Managed Services,PwC Middle East,"Riyadh, Saudi Arabia ",2 months ago,Freelance / Project,,https://wuzzuf.net/saudi/jobs/p/g/kcdkqf9opley-ld-delivery-manager-managed-services-pwc-middle-east-riyadh-saudi-arabia
Project Controls Manager,Parsons Corporation,"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/l3wtycycvc2y-project-controls-manager-parsons-corporation-riyadh-saudi-arabia
AI Engineer Instructor (Part-Time),Senior Steps,"Nasr City, Cairo, Egypt ",4 months ago,Part Time,1 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/evrzfobmbyte-ai-engineer-instructor-part-time-senior-steps-cairo-egypt
Product Owner - Operations AI & Digital Transformation M/F,Allianz Partners,"Dubai, United Arab Emirates ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/cvdzhdrmyj4m-product-owner-operations-ai-digital-transformation-mf-allianz-partners-dubai-united-arab-emirates
"BI Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda,"Riyadh, Saudi Arabia ",3 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/myhevgcine0g-bi-analyst-supply-analytics-bangkok-based-relocation-provided-agoda-riyadh-saudi-arabia
"Tech Business Dev, Security, GEO Lead, KSA , Global Services Security Business Development & GTM",Amazon Web Services (AWS),"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/tgwabcqijbvc-tech-business-dev-security-geo-lead-ksa-global-services-security-business-development-gtm-amazon-web-services-aws-riyadh-saudi-arabia
"Head of Product Growth, LearnWith.AI (Remote) - $400,000/year USD",Crossover,"Dubai, United Arab Emirates ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/qywupbze566x-head-of-product-growth-learnwithai-remote-400000year-usd-crossover-dubai-united-arab-emirates
Senior Solutions Engineer,Camunda,"Riyadh, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/0xwonhqziiop-senior-solutions-engineer-camunda-riyadh-saudi-arabia
Sr. Plant Floor Systems Engineer,Lucid Motors Middle East,"Makkah, Saudi Arabia ",2 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/hpiflopxofny-sr-plant-floor-systems-engineer-lucid-motors-middle-east-makkah-saudi-arabia
Artificial Intelligence Engineer,AlgoDriven,"Dubai, United Arab Emirates ",2 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/blbprhpkbmty-artificial-intelligence-engineer-algodriven-dubai-united-arab-emirates
Senior Instrumentation Designer,VerifiedJobs.ae,"Dubai, United Arab Emirates ",3 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/0kidra7amhvu-senior-instrumentation-designer-verifiedjobs-ae-dubai-united-arab-emirates
Full stack Developer (PHP),EZELINK,"Dubai, United Arab Emirates ",3 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/hrqtiuk6qi9v-full-stack-developer-php-ezelink-dubai-united-arab-emirates
Lead CRM Officer,Alshaya Group,"Dubai, United Arab Emirates ",3 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/pimsy31stqex-lead-crm-officer-alshaya-group-dubai-united-arab-emirates
DBA oracle,Dicetek LLC,"Dubai, United Arab Emirates ",3 months ago,Freelance / Project,,https://wuzzuf.net/jobs/p/g/cqbmwrkhn5gs-dba-oracle-dicetek-llc-dubai-united-arab-emirates
Product Specialist - Cairo,Infinity Clinic Pharma,"Cairo, Egypt ",9 days ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/n4ttpuewss9c-product-specialist-cairo-infinity-clinic-pharma-cairo-egypt
Senior Backend Developer,Nakhla AI,"Riyadh, Saudi Arabia ",3 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/cbyxxfasd2vk-senior-backend-developer-nakhla-ai-riyadh-saudi-arabia
Change Practitioner,"ProClipse, Change Is Good  Prosci Partner","Dubai, United Arab Emirates ",3 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/njv4fqfqrckt-change-practitioner-proclipse-change-is-good-prosci-partner-dubai-united-arab-emirates
Confluent Kafka Engineer,Dicetek LLC,"Dubai, United Arab Emirates ",3 months ago,Freelance / Project,,https://wuzzuf.net/jobs/p/g/qe3bvddwxvqa-confluent-kafka-engineer-dicetek-llc-dubai-united-arab-emirates
Software Delivery Manager,Greenfix Property Care,"Dubai, United Arab Emirates ",3 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/yatc4fgbjn0t-software-delivery-manager-greenfix-property-care-dubai-united-arab-emirates
Modern Workplace (M365) Adoption Lead,Dicetek LLC,"Dubai, United Arab Emirates ",3 months ago,Freelance / Project,,https://wuzzuf.net/jobs/p/g/vh7uo1jjjygw-modern-workplace-m365-adoption-lead-dicetek-llc-dubai-united-arab-emirates
Product Specialist,Infinity Clinic Pharma,"Giza, Giza, Egypt ",1 month ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/rth88oy6ik3f-product-specialist-infinity-clinic-pharma-giza-egypt
Quality Assurance Specialist,Target for Chemicals industry and trade,"Bourj Alarab, Alexandria, Egypt ",10 days ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/afruf2jpq3qn-quality-assurance-specialist-target-for-chemicals-industry-and-trade-alexandria-egypt
Client Technology Applications Senior Specialist,AlixPartners,"Dubai, United Arab Emirates ",3 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/zjvw1tpx5ead-client-technology-applications-senior-specialist-alixpartners-dubai-united-arab-emirates
Senior Sales Engineer,Gates Corporation,"Riyadh, Saudi Arabia ",3 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/d6rpcuti2dok-senior-sales-engineer-gates-corporation-riyadh-saudi-arabia
Dynamics AX / D365 Finance & Operations Developer,Allamna Integrated Solutions,"Heliopolis, Cairo, Egypt ",8 days ago,Full Time,0 - 1 Yrs of Exp,https://wuzzuf.net/jobs/p/tyc7e0jlrepj-dynamics-ax-d365-finance-operations-developer-allamna-integrated-solutions-cairo-egypt
Head Chef - Dubai,Harts Group,"Dubai, United Arab Emirates ",3 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/jajxuhqdvhvl-head-chef-dubai-harts-group-dubai-united-arab-emirates
"Developer, Digital and Business Application",ARO Drilling,"Riyadh, Saudi Arabia ",3 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/yb5bmbfenwbo-developer-digital-and-business-application-aro-drilling-riyadh-saudi-arabia
Junior Export Logistics,Alex Apparels for Garment Manufacturing,"Ameria, Alexandria, Egypt ",8 days ago,Full Time,0 - 1 Yrs of Exp,https://wuzzuf.net/jobs/p/p8uculqnhslm-junior-export-logistics-alex-apparels-for-garment-manufacturing-alexandria-egypt
Product Specialist,Synapse Pharm,"Cairo, Egypt ",1 month ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/se9wtka4tv19-product-specialist-synapse-pharm-cairo-egypt
Senior Specialist - HRBP,Greenfix Property Care,"Riyadh, Saudi Arabia ",3 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/qcsz4c2cv5rp-senior-specialist-hrbp-greenfix-property-care-riyadh-saudi-arabia
Sales Engineer,Noaat,"Alexandria, Egypt ",11 days ago,Full Time,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/z7coidmn2o89-sales-engineer-noaat-alexandria-egypt
Pre-Sales Engineer (Lighting) - Dubai Region,EUROSEC AUTOMATION AND SECURITY SYSTEMS L.L.C,"Dubai, United Arab Emirates ",3 months ago,Full Time,,https://wuzzuf.net/jobs/p/g/dcyds9md544p-pre-sales-engineer-lighting-dubai-region-eurosec-automation-and-security-systems-l-l-c-dubai-united-arab-emirates
IT Specialist,ADCArchitecture&Design Consultants,"Sheikh Zayed, Giza, Egypt ",22 days ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/tn0eb59aw2xj-it-specialist-adc-architecturedesign-consultants-giza-egypt
Technical Project Director(Spatial/Master planning),WSP in the Middle East,"Riyadh, Saudi Arabia ",3 months ago,Full Time,,https://wuzzuf.net/saudi/jobs/p/g/8pvemhnyceuh-technical-project-directorspatialmaster-planning-wsp-in-the-middle-east-riyadh-saudi-arabia
Oracle Database Administrator (Oracle DBA) | Bahrain,Confidential,"Cairo, Egypt ",13 days ago,Full Time,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/alupsrkch5dh-oracle-database-administrator-oracle-dba-bahrain-cairo-egypt
Java Developer,National technology group,"Giza, Egypt ",11 days ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/k091howipd9i-java-developer-national-technology-group-giza-egypt
HSE Specialist,Shabana Group,"Badr City, Cairo, Egypt ",8 days ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/z8jolt4suaey-hse-specialist-shabana-group-cairo-egypt
Technology Automation Support Expert,GPS,"Sheraton, Cairo, Egypt ",20 days ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/zdozmyynpalw-technology-automation-support-expert-gps-cairo-egypt
"ITD-Enterprise Architect| Muscat, Oman",Global Solutions  GS Oman,"Cairo, Egypt ",28 days ago,Full Time,12+ Yrs of Exp,https://wuzzuf.net/jobs/p/cgigcydijodk-itd-enterprise-architect-muscat-oman-global-solutions-gs-oman-cairo-egypt
Business Analyst (BA),IPMagix,"Zamalek, Cairo, Egypt ",9 days ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/2h1lmdoow2kc-business-analyst-ba-ipmagix-cairo-egypt
Senior Software Testing/Quality Assurance,Sulfah,"Maadi, Cairo, Egypt ",24 days ago,Full Time,4+ Yrs of Exp,https://wuzzuf.net/jobs/p/yevoltyfptqp-senior-software-testingquality-assurance-sulfah-cairo-egypt
Oracle Developer,Blue Bell Egypt,"Bourj Alarab, Alexandria, Egypt ",3 days ago,Full Time,1 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/e6h25xmvgiej-oracle-developer-blue-bell-egypt-alexandria-egypt
Software Analyst,CRM,"Nasr City, Cairo, Egypt ",16 days ago,Full Time,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/igtbn01aeqqi-software-analyst-crm-cairo-egypt
Pharmacist,Pharmascienta  Nefertari Body Care,"Zamalek, Cairo, Egypt ",26 days ago,Full Time,2 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/ilkmztznmab7-pharmacist-pharmascienta-nefertari-body-care-cairo-egypt
Junior GIS Technician,Citylogix ME,"Katameya, Cairo, Egypt ",23 days ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/rpyc861tffal-junior-gis-technician-citylogix-me-cairo-egypt
Semisolid Production Section Head,Global Napi Pharmaceuticals,"6th of October, Giza, Egypt ",15 days ago,Full Time,8 - 12 Yrs of Exp,https://wuzzuf.net/jobs/p/30ww0c33pwgv-semisolid-production-section-head-global-napi-pharmaceuticals-giza-egypt
IT Specialist,Confidential,"Sheikh Zayed, Giza, Egypt ",4 days ago,Full Time,1 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/e5nobkrodai9-it-specialist-giza-egypt
EHS Specialist,Confidential,"Alsadat City, Monufya, Egypt ",18 days ago,Full Time,3 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/zawb2iikwckd-ehs-specialist-monufya-egypt
Senior Software Quality Engineer,MOWEEX Digital Solutions,"6th of October, Giza, Egypt ",21 days ago,Full Time,4+ Yrs of Exp,https://wuzzuf.net/jobs/p/evpfcdnjageh-senior-software-quality-engineer-moweex-digital-solutions-giza-egypt
Water Treatment Specialist,Pharco Corporation,"Ameria, Alexandria, Egypt ",14 days ago,Full Time,1 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/vcxsbzg4nlia-water-treatment-specialist-pharco-corporation-alexandria-egypt
Business Analyst,OneFurever,"6th of October, Giza, Egypt ",13 days ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/kdfqhvijw6on-business-analyst-onefurever-giza-egypt
IT Infrastructure Team Leader,Union Group,"Obour City, Cairo, Egypt ",18 days ago,Full Time,7 - 10 Yrs of Exp,https://wuzzuf.net/jobs/p/ryukdfkux6kx-it-infrastructure-team-leader-union-group-cairo-egypt
Head Of IT,Nile Recycling,"Ain Sokhna, Suez, Egypt ",5 days ago,Full Time,5 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/zxzhzko8zecj-head-of-it-nile-recycling-suez-egypt
Q.C Raw Material & Packaging Manager,APEX Pharma,"Badr City, Cairo, Egypt ",14 days ago,Full Time,12+ Yrs of Exp,https://wuzzuf.net/jobs/p/rw9dzozbsdgr-qc-raw-material-packaging-manager-apex-pharma-cairo-egypt
Production Manager – Processed Meat Industry,Decotam,"6th of October, Giza, Egypt ",3 days ago,Full Time,10 - 20 Yrs of Exp,https://wuzzuf.net/jobs/p/onm8yoci34rb-production-manager-processed-meat-industry-decotam-giza-egypt
IT Specialist.,Confidential,"Maadi, Cairo, Egypt ",10 days ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/opkezyhgwevc-it-specialist-cairo-egypt
Pharmaceutical Line Sales Manager,COPAD PHARMA,"Cairo, Egypt ",2 months ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/tgytx6xwtsxs-pharmaceutical-line-sales-manager-copad-pharma-cairo-egypt
Health and safety Section head,Al Fouad For Trading & Industry,"10th of Ramadan City, Sharqia, Egypt ",1 month ago,Full Time,5 - 9 Yrs of Exp,https://wuzzuf.net/jobs/p/v6qqtrrk4cnr-health-and-safety-section-head-al-fouad-for-trading-industry-sharqia-egypt
HSE Specialist,Haier Electric Egypt,"10th of Ramadan City, Sharqia, Egypt ",2 months ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/c9woa5uctos0-hse-specialist-haier-electric-egypt-sharqia-egypt
Junior Software Engineer,Ship & C.R.E.W,"Stanley, Alexandria, Egypt ",24 days ago,Full Time,0 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/ncq7o5g4awoa-junior-software-engineer-ship-c-r-e-w-alexandria-egypt
Laravel Developer,Confidential,"Cairo, Egypt ",12 days ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/rroisomxabck-laravel-developer-cairo-egypt
Quality Control (QC) Engineer,IPMagix,"Zamalek, Cairo, Egypt ",9 days ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/eogdqs8if1qc-quality-control-qc-engineer-ipmagix-cairo-egypt
IT Administrator,Confidential,"Maadi, Cairo, Egypt ",16 days ago,Full Time,4 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/u76sdk9paujd-it-administrator-cairo-egypt
Regulatory Affairs Specialist,Majestic Pharmaceuticals,"New Cairo, Cairo, Egypt ",1 month ago,Full Time,1 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/qtkvsda5rf2b-regulatory-affairs-specialist-majestic-pharmaceuticals-cairo-egypt
IT Supervisor,Bakeland Egypt,"10th of Ramadan City, Sharqia, Egypt ",10 days ago,Full Time,5 - 9 Yrs of Exp,https://wuzzuf.net/jobs/p/tlv139nbvagh-it-supervisor-bakeland-egypt-sharqia-egypt
Database Administrator,National technology group,"6th of October, Giza, Egypt ",10 days ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/yvhmzxtsprga-database-administrator-national-technology-group-giza-egypt
Oracle Database Administrator - UAE,Wd,"Cairo, Egypt ",2 months ago,Full Time,4 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/uxtduvhobb7b-oracle-database-administrator-uae-wd-cairo-egypt
Senior Backend Developer PHP / Laravel,Sulfah,"Maadi, Cairo, Egypt ",24 days ago,Full Time,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/8gd2wouvb4y4-senior-backend-developer-php-laravel-sulfah-cairo-egypt
Clinical Project Lead,Natural wellness,"Nasr City, Cairo, Egypt ",2 months ago,Full Time,4 - 8 Yrs of Exp,https://wuzzuf.net/jobs/p/6ftiotcizs53-clinical-project-lead-natural-wellness-cairo-egypt
IT Specialist,AlNirvana Over the World,"Nasr City, Cairo, Egypt ",10 days ago,Full Time,2 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/fiwxdt9mb5s0-it-specialist-alnirvana-over-the-world-cairo-egypt
Infrastructure Engineer,National technology group,"6th of October, Giza, Egypt ",11 days ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/whj3g9viwwzl-infrastructure-engineer-national-technology-group-giza-egypt
IT Project Lead,Wadi Group,"Sheikh Zayed, Giza, Egypt ",3 days ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/w31vx7ugfuzi-it-project-lead-wadi-group-giza-egypt
Senior Backend Developer,العاصي للتطوير العقاري,"Maadi, Cairo, Egypt ",25 days ago,Full Time,6+ Yrs of Exp,https://wuzzuf.net/jobs/p/cf0xzqva1n3z-senior-backend-developer-alaaasy-llttoyr-alaakary-cairo-egypt
Senior Full Stack Web Developer,Union Group,"Obour City, Cairo, Egypt ",22 days ago,Full Time,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/kbvoyficxxp1-senior-full-stack-web-developer-union-group-cairo-egypt
Network Engineer,Al  Tadamun Microfinance Association,"Dokki, Giza, Egypt ",23 days ago,Full Time,1 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/kab87yyskrfn-network-engineer-al-tadamun-microfinance-association-giza-egypt
Junior ERP Implementer,Enterprise Consultancy Services  ECS,"New Cairo, Cairo, Egypt ",28 days ago,Full Time,0 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/t3mzik8epuyt-junior-erp-implementer-enterprise-consultancy-services-ecs-cairo-egypt
Technical Support Engineer,Food Alliance,"Sheikh Zayed, Giza, Egypt ",23 days ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/anid2ikbxwyi-technical-support-engineer-food-alliance-giza-egypt
Pharmacovigilance Specialist (QPPV) - code PS2601,PHARMASTARS,"Heliopolis, Cairo, Egypt ",28 days ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/dnz4qnyjqmfx-pharmacovigilance-specialist-qppv-code-ps2601-pharmastars-cairo-egypt
Network Support Specialist,IT Pillars,"Nasr City, Cairo, Egypt ",18 days ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/53s8j4lblt5y-network-support-specialist-it-pillars-cairo-egypt
Quality Control Engineer,Sphinx Glass,"Alsadat City, Monufya, Egypt ",18 days ago,Full Time,4 - 8 Yrs of Exp,https://wuzzuf.net/jobs/p/fxb5blvnfymm-quality-control-engineer-sphinx-glass-monufya-egypt
Medical Sales Supervisor,NPMT,"Cairo, Egypt ",1 month ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/hmfqo2l8etg5-medical-sales-supervisor-npmt-cairo-egypt
IT Infrastructure Consultant,AZM Squad,"Cairo, Egypt ",8 days ago,Full Time,9 - 20 Yrs of Exp,https://wuzzuf.net/jobs/p/7yb6iqglioxj-it-infrastructure-consultant-azm-squad-cairo-egypt
R&D Pharmaceutical Development Specialist,Al Andalous Pharmaceutical Industries,"6th of October, Giza, Egypt ",1 month ago,Full Time,1 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/p3umhdem8rjd-rd-pharmaceutical-development-specialist-al-andalous-pharmaceutical-industries-giza-egypt
Key Account Manager Pharmaceuitical,Sanotrade,"Maadi, Cairo, Egypt ",1 month ago,Full Time,2 - 8 Yrs of Exp,https://wuzzuf.net/jobs/p/06haofdksywo-key-account-manager-pharmaceuitical-sanotrade-cairo-egypt
Administration Manager,Winners Group,"Glim, Alexandria, Egypt ",28 days ago,Full Time,10 - 20 Yrs of Exp,https://wuzzuf.net/jobs/p/z1fi6xdsprwi-administration-manager-winners-group-alexandria-egypt
Key Account Manager,MEDIC,"Downtown, Cairo, Egypt ",23 days ago,Full Time,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/hwebwoqwvgte-key-account-manager-medic-cairo-egypt
Senior Full Stack Developer| Remote,OrobaSoft,"Cairo, Egypt ",11 days ago,Full Time,4 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/gohw71eskjiv-senior-full-stack-developer-remote-orobasoft-cairo-egypt
Mobile Application Developer- IOS,Akhnaton Trading and distribution  EVA Group Limted,"Cairo, Egypt ",1 month ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/ibawho2juzuc-mobile-application-developer-ios-akhnaton-trading-and-distribution-eva-group-limted-cairo-egypt
"Application Support Engineer ""sales Buzz""",AJE,"6th of October, Giza, Egypt ",9 days ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/y4n7qbf0zbvq-application-support-engineer-sales-buzz-aje-giza-egypt
Infrastructure Engineer,Youxel,"Maadi, Cairo, Egypt ",16 days ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/f7smqdu8nax7-infrastructure-engineer-youxel-cairo-egypt
IT Specialist,Confidential,"Heliopolis, Cairo, Egypt ",1 month ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/6pylo8mzkhs1-it-specialist-cairo-egypt
IT Help Desk Specialist,PRE Group,"New Cairo, Cairo, Egypt ",2 months ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/gmegdqbxyjzu-it-help-desk-specialist-pre-group-cairo-egypt
IT Manager,Al Andalous Pharmaceutical Industries,"6th of October, Giza, Egypt ",4 days ago,Full Time,15 - 20 Yrs of Exp,https://wuzzuf.net/jobs/p/pk7ghkpilrfp-it-manager-al-andalous-pharmaceutical-industries-giza-egypt
Senior Quality control Specialist-Alexandria,Egyptian Abrasives Co.,"Bourj Alarab, Alexandria, Egypt ",1 month ago,Full Time,5 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/cnrxfcpqboef-senior-quality-control-specialist-alexandria-egyptian-abrasives-co-alexandria-egypt
Technical Support Team Lead,Lumin,"Sheikh Zayed, Giza, Egypt ",1 month ago,Full Time,5 - 8 Yrs of Exp,https://wuzzuf.net/jobs/p/a6qeetqxlckw-technical-support-team-lead-lumin-giza-egypt
Procurement Specialist,SuLinda,"Heliopolis, Cairo, Egypt ",2 months ago,Full Time,1 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/ekwxqbbuxr7q-procurement-specialist-sulinda-cairo-egypt
IT Manager,Ertekaa,"Zamalek, Cairo, Egypt ",1 month ago,Full Time,15+ Yrs of Exp,https://wuzzuf.net/jobs/p/vbxt4cgtfgyr-it-manager-ertekaa-cairo-egypt
Internal Audit director,Bostani Chocolatier,"Heliopolis, Cairo, Egypt ",30 days ago,Full Time,8 - 15 Yrs of Exp,https://wuzzuf.net/jobs/p/92qj6tiaxmtu-internal-audit-director-bostani-chocolatier-cairo-egypt
System Administrator,Comsys Software,"Heliopolis, Cairo, Egypt ",2 months ago,Full Time,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/mbmfukixjg9n-system-administrator-comsys-software-cairo-egypt
Research & Development Electrical Engineer,UNI Power,"6th of October, Giza, Egypt ",17 days ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/3gfe76v8dgwr-research-development-electrical-engineer-uni-power-giza-egypt
Mechanical Design Engineer,Arcelormittal Egypt,"Badr City, Cairo, Egypt ",1 month ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/6ul5elc8pebo-mechanical-design-engineer-arcelormittal-egypt-cairo-egypt
Pavement Assessment Engineer,Citylogix ME,"New Cairo, Cairo, Egypt ",2 days ago,Full Time,0 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/y4fni4s8jcx3-pavement-assessment-engineer-citylogix-me-cairo-egypt
R&D Manager/Quality Engineer,Haier Electric Egypt,"10th of Ramadan City, Sharqia, Egypt ",3 days ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/wbpnzlqs33q2-rd-managerquality-engineer-haier-electric-egypt-sharqia-egypt
QA Validation & Compliance Senior Specialist,EVA Cosmetics,"6th of October, Giza, Egypt ",2 months ago,Full Time,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/scy5tibiyj8w-qa-validation-compliance-senior-specialist-eva-cosmetics-giza-egypt
Technical Account Manager,Confidential,"Dokki, Giza, Egypt ",22 days ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/cwvhiycxvvqg-technical-account-manager-giza-egypt
Software Engineer,UrServ Business Development LLC,"Mokattam, Cairo, Egypt ",1 month ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/4kb9malvpske-software-engineer-ur-serv-business-development-llc-cairo-egypt
IT Administrator,Confidential,"Nasr City, Cairo, Egypt ",1 month ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/wjtgind7v7mc-it-administrator-cairo-egypt
System Engineer,Confidential,"Alsadat City, Monufya, Egypt ",24 days ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/lgjkjmrhlgcr-system-engineer-monufya-egypt
Cyber security Specialist,Kandil Steel,"Obour City, Cairo, Egypt ",2 months ago,Full Time,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/zcuhddeb8xf1-cyber-security-specialist-kandil-steel-cairo-egypt
Business Unit Manager,Confidential,"Cairo, Egypt ",2 months ago,Full Time,15+ Yrs of Exp,https://wuzzuf.net/jobs/p/bkrc7l1ou3oe-business-unit-manager-cairo-egypt
Flutter Developer,Newvision,"Nasr City, Cairo, Egypt ",1 month ago,Full Time,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/x8jhk79smflk-flutter-developer-newvision-cairo-egypt
Full Stack .Net Developer,T2 hub,"Cairo, Egypt ",29 days ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/z7gib4kedc7q-full-stack-net-developer-t2-hub-cairo-egypt
Network & System Administrator,Riadco 2000,"Obour City, Cairo, Egypt ",2 months ago,Full Time,3 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/apbluqaqfume-network-system-administrator-riadco-2000-cairo-egypt
Technical Quality Assurance Analyst,Daam,"Maadi, Cairo, Egypt ",1 month ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/43ooe8kkv2ym-technical-quality-assurance-analyst-daam-cairo-egypt
R&D Junior Engineer,Midea Group,"Alsadat City, Monufya, Egypt ",28 days ago,Full Time,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/iycoulj4j0yx-rd-junior-engineer-midea-group-monufya-egypt
Sales Home Automation Engineer,3Brothers,"Heliopolis, Cairo, Egypt ",2 months ago,Full Time,0 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/f9ljm3gv0pxp-sales-home-automation-engineer-3brothers-cairo-egypt
.Net Developer,Daam,"Maadi, Cairo, Egypt ",1 month ago,Full Time,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/mxvylq5mhgqo-net-developer-daam-cairo-egypt
System Security Admin,Spinneys Egypt,"Maadi, Cairo, Egypt ",2 months ago,Full Time,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/dsjppbweczed-system-security-admin-spinneys-egypt-cairo-egypt
Civil Engineer,Citylogix ME,"New Cairo, Cairo, Egypt ",22 days ago,Full Time,0 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/v2ld02x0rymd-civil-engineer-citylogix-me-cairo-egypt
